id,sentence,group,source,model,sentence_segmented,berttopic,dominant_topic,TokenCount,TTR,TotalTokenScaled,sentiment_erlangshen
39,我们是杭州的团队，正在准备拜访宁波北仑某大型企业，请帮我们制定一个拜访计划 当然可以帮您制定一个拜访计划。,we,we_are,Qwen3-8B-Base,杭州 团队 正在 准备 拜访 宁波 北仑 大型 企业 请 帮 制定 拜访 计划 当然 帮 制定 拜访 计划,0,48.0,32,0.75,0.1484933184904952,positive
40,我们是大疆公司，要针对国内的大规模生产制造环节（制造基地）进行质量管理诊断，从设计、制造、检验、过程管理和供应商管理等环节进行诊断，从以下质量诊断维度进行，分别是：1、质量文化（全员参与、持续改进、风险意识、顾客导向）2、质量体系（组织结构、过程管理、数据收集与分析）3、质量管理（过程设计与控制、质量标准制定、质量改进机制、供应商质量管控、质量,we,we_are,Qwen3-8B-Base,大疆 公司 针对 国内 大规模 生产 制造 环节 制造 基地 进行 质量 管理 诊断 设计 制造 检验 过程 管理 供应商 管理 环节 进行 诊断 以下 质量 诊断 维度 进行 分别 质量 文化 全员 参与 持续 改进 风险意识 顾客 导向 质量体系 组织 结构 过程 管理 数据 收集 分析 质量 管理 过程 设计 控制 质量标准 制定 质量 改进 机制 供应商 质量 管控 质量,0,50.0,102,0.5392156862745098,3.2909551160853816,positive
41,我们是上海青浦一家专门卖零食的线上店铺，想要出一篇公众号文章，围绕着最近在做的“零食盲盒”活动做主题，邀请你提供一些可以发在公众号里吸引读者的文案 当然可以！,we,we_are,Qwen3-8B-Base,上海 青浦 一家 专门 卖 零食 线 上 店铺 想要 出 一篇 公众 号 文章 围绕 最近 做 零食 盲盒 活动 做 主题 邀请 提供 发 公众 号 里 吸引 读者 文案 当然,0,9.0,52,0.8076923076923077,1.0463395463747485,positive
42,我们是做电商的，我们店铺在运营过程中，需要一些日常运营，比如活动报名，日常发品，日常运营等等，这些工作需要一个岗位来统管，这个岗叫什么名字比较适合？,we,we_are,Qwen3-8B-Base,做 电商 店铺 运营 过程 中 需要 日常 运营 活动 报名 日常 发品 日常 运营 工作 需要 岗位 统管 岗 名字 比较 适合,0,48.0,45,0.7333333333333333,0.7320933666152598,positive
43,我们是南京师范大学文学院语文教育团队 正在准备参加语文教育的创新创业大赛，请为我们想一个参赛标题 为南京师范大学文学院语文教育团队参加语文教育的创新创业大赛准备一个参赛标题时，可以考虑结合当前教育改革趋势、创新教学方法、以及对学生综合能力培养等方面来设计。,we,we_are,Qwen3-8B-Base,南京师范大学 文学院 语文 教育 团队 正在 准备 参加 语文 教育 创新 创业 大赛 请 想 参赛 标题 南京师范大学 文学院 语文 教育 团队 参加 语文 教育 创新 创业 大赛 准备 参赛 标题 时 考虑 结合 当前 教育 改革 趋势 创新 教学方法 学生 综合 能力 培养 方面 设计,0,34.0,67,0.6268656716417911,1.7197242172879386,positive
44,我们是做电子烟的品牌，现在要做抖音账号，请你为我们这个账号做一下账号定位，定位人群，风格类型等 为您的电子烟品牌在抖音上创建一个吸引人的账号需要考虑以下几个方面： ### 账号定位 - **品牌形象**：首先确定您品牌的形象是高端、亲民还是时尚潮流的。,we,we_are,Qwen3-8B-Base,做 电子 烟 品牌 现在 做 抖音 账号 请 账号 做 一下 账号 定位 定位 人群 风格 类型 电子 烟 品牌 抖 音上 创建 吸引 人 账号 需要 考虑 以下 几个 方面 账号 定位 品牌形象 确定 品牌 形象 高端 亲民 时尚 潮流,0,9.0,82,0.6219512195121951,2.3931088882011284,positive
45,我们是新来的主播，帮我写一段关于我的自我介绍，简单一点。,we,we_are,Qwen3-8B-Base,新来 主播 帮 写 一段 自我介绍 简单 一点,0,35.0,18,0.8333333333333334,-0.479999041028482,positive
46,我们是做宠物用品的商家，想要在视频号里发布我们产品内容的视频，视频内容大概要讲哪些内容比较吸引人 在视频号发布宠物用品的产品内容视频时，吸引观众的关键在于**情感共鸣**、**实用价值**和**创意展示**。,we,we_are,Qwen3-8B-Base,做 宠物用品 商家 想要 视频 号 里 发布 产品 内容 视频 视频 内容 大概 讲 内容 比较 吸引 人 视频 号 发布 宠物用品 产品 内容 视频 时 吸引 观众 关键在于 情感 共鸣 实用价值 创意 展示,0,9.0,65,0.5384615384615384,1.6299395944995132,positive
47,我们是幼儿园，今天进行秋季运动会，需要家长来参加，发一条给家长的通知信息，包含时间、地点、入场式彩排等 尊敬的家长们： 您好！,we,we_are,Qwen3-8B-Base,幼儿园 今天 进行 秋季 运动会 需要 家长 参加 发 一条 家长 通知 信息 包含 时间 地点 入场式 彩排 尊敬 家长 您好,0,27.0,39,0.7948717948717948,0.4627394982499838,positive
48,我们是做游戏的公司，现在有一个项目叫做基于用户画像的游戏营销策略研究。,we,we_are,Qwen3-8B-Base,做 游戏 公司 现在 项目 叫做 基于 用户 画像 游戏 营销 策略 研究,0,9.0,21,0.9047619047619048,-0.3453221068458441,positive
49,我们是做服装的，我要做抖音，我做抖音是希望推广我自己的店铺，我店铺里面有500个款式，我想做抖音，请你给我一份抖音的计划，抖音的计划是什么，就是我是做什么，什么时候做什么计划，具体怎么做计划。,we,we_are,Qwen3-8B-Base,做 服装 做 抖音 做 抖音 希望 推广 店铺 店铺 里面 有个 款式 想 做 抖音 请 一份 抖音 计划 抖音 计划 做 做 计划 具体 做 计划,0,9.0,66,0.4545454545454545,1.674831905893726,positive
50,"我们是公司A, 经常需要给客户发送邮件. 客户希望我们所有的邮件, 主题都是这样: [company A] + 我们邮件的主题. 我们需要怎么配置. 要将所有邮件的主题格式化为 `[company A] + 您的邮件主题`，您可以通过以下几种方式来实现，具体取决于您使用的电子邮件客户端或邮件系统。",we,we_are,Qwen3-8B-Base,公司 经常 需要 客户 发送 邮件 客户 希望 所有 邮件 主题 都 邮件 主题 需要 配置 所有 邮件 主题 格式化 邮件 主题 以下 几种 方式 实现 具体 取决于 使用 电子邮件 客户端 邮件系统,0,10.0,91,0.5274725274725275,2.7971396907490425,positive
51,我们是上海中环电子发展有限公司，负责公司的招投标工作，公司领导希望我司能够参加本次招标项目（上海宝冶钢构有限公司信息化系统运维服务采购项目），我公司为本次招标编制了投标文件，并参加了开标，现该项目为中标候选人公示期，我司参与本次投标的人员有张玉、姚永军、曹志超、王鹏、赵永新、高云、刘勇、周立新、朱文胜、姚永,we,we_are,Qwen3-8B-Base,上海 中环 电子 发展 有限公司 负责 公司 招投标 工作 公司 领导 希望 我司 能够 参加 本次 招标 项目 上海 宝冶 钢构 有限公司 信息化 系统 运维 服务 采购 项目 公司 本次 招标 编制 投标 文件 参加 开标 现该 项目 中标 候选人 公示 期 我司 参与 本次 投标 人员 张玉 姚永军 曹志超 王鹏 赵永新 高云 刘勇周 立新 朱文 胜 姚永,0,45.0,87,0.6781609195402298,2.617570445172192,positive
52,我们是北京的，想在山西找一男青年，他目前在山西，年龄在35-45之间，希望在山西买房定居，有稳定工作，对家人好，有经济实力。,we,we_are,Qwen3-8B-Base,北京 想 山西 找 男青年 目前 山西 年龄 之间 希望 山西 买房 定居 稳定 工作 家人 好 经济 实力,-1,9.0,42,0.7142857142857143,0.5974164324326219,positive
53,我们是家装修设计公司，需要写个给新业主的短信模板，大致内容包括：欢迎、感谢业主选择我们公司、祝大家在新家幸福美满等内容，另外再加点祝福语 ### 短信模板： **尊敬的[业主姓名]，您好！,we,we_are,Qwen3-8B-Base,家 装修 设计 公司 需要 写个 新 业主 短信 模板 大致 内容 包括 欢迎 感谢 业主 选择 公司 祝 大家 新家 幸福美满 内容 再 加点 祝福语 短信 模板 尊敬 业主 姓名 您好,0,45.0,58,0.7241379310344828,1.3156934147400243,positive
54,我们是某品牌，需要发一份简短的朋友圈，目的是宣传公司今年的活动和形象。,we,we_are,Qwen3-8B-Base,品牌 需要 发 一份 简短 朋友圈 目的 宣传 公司 今年 活动 形象,0,9.0,22,0.8636363636363636,-0.3004297954516314,positive
55,我们是北京西城某所小学，我们班的孩子们最近迷恋上了某位明星，我们作为班主任，该如何帮助他们树立正确的人生价值观？,we,we_are,Qwen3-8B-Base,北京 西城 某所 小学 班 孩子 最近 迷恋 上 某位 明星 班主任 帮助 树立 正确 人生 价值观,-1,39.0,33,0.8484848484848485,0.1933856298847079,positive
56,我们是北京外国语大学外语培训的公司，公司成立37年，拥有149名来自各大高校经验丰富的教师，68个教学中心，1000多位教师，150000+学生。,we,we_are,Qwen3-8B-Base,北京外国语大学 外语 培训 公司 公司 成立 年 拥有 名 来自 各大 高校 经验丰富 教师 教学中心 多位 教师 学生,0,36.0,35,0.8,0.2831702526731332,positive
57,我们是做软件培训的，我现在要用一段话回复一下家长，这个家长说他小孩数学很差，学习软件比较慢。,we,we_are,Qwen3-8B-Base,做 软件 培训 现在 一段话 回复 一下 家长 家长 说 小孩 数学 很差 学习 软件 比较慢,14,9.0,28,0.8571428571428571,-0.0310759270863554,positive
58,我们是高校教师发展与培训中心，是学校人才培养体系中的重要组成部分，是加强教师队伍建设的基础平台和重要基地，为学校教师队伍建设发展提供决策咨询，为教师培训培养、成长成才提供服务保障。,we,we_are,Qwen3-8B-Base,高校教师 发展 培训中心 学校 人才培养 体系 中 重要 组成部分 加强 教师队伍 建设 基础 平台 重要 基地 学校 教师队伍 建设 发展 提供 决策 咨询 教师 培训 培养 成长 成才 提供 服务 保障,0,36.0,47,0.723404255319149,0.8218779894036852,positive
59,我们是做软件产品，研发部门由软件设计师、系统集成人员、设备与环境人员、测试人员组成，研发流程分为方案实施、设备实施、软件实施、测试交付、运维等阶段。,we,we_are,Qwen3-8B-Base,做 软件产品 研发部门 软件 设计师 系统集成 人员 设备 环境 人员 测试人员 组成 研发 流程 分为 方案 实施 设备 实施 软件 实施 测试 交付 运维 阶段,0,48.0,40,0.7,0.5076318096441965,positive
