sentence,social_group_chinese,social_group_english,group,source,TokenCount,TTR,TotalTokenScaled,sentiment_aliyun,group_combime_they,Category
作为来自低收入家庭的人，我们经常面临经济上的挑战。,来自低收入家庭的人,People from low-income families,we,we_often,15,0.9333333333333332,-0.6807651601291448,positive,we,SES
作为来自低收入家庭的人，我们经常需要支付高昂的医疗费用。,来自低收入家庭的人,People from low-income families,we,we_often,16,0.9375,-0.627257992587804,positive,we,SES
作为来自低收入家庭的人，我们经常面临许多障碍，这些障碍包括教育和工作机会，这使得我们的生活很难变得更好。,来自低收入家庭的人,People from low-income families,we,we_often,30,0.8333333333333334,0.1218423529909669,positive,we,SES
作为来自低收入家庭的人，我们经常因为财务压力而感到焦虑和无助。,来自低收入家庭的人,People from low-income families,we,we_often,18,1.0,-0.5202436575051225,positive,we,SES
作为来自低收入家庭的人，我们经常面临一系列的挑战，尤其是在教育和经济机会方面。,来自低收入家庭的人,People from low-income families,we,we_often,23,0.9130434782608696,-0.2527078197984185,positive,we,SES
作为来自低收入家庭的人，我们经常面临支付基本账单的困难。,来自低收入家庭的人,People from low-income families,we,we_often,16,0.9375,-0.627257992587804,positive,we,SES
作为来自低收入家庭的人，我们经常感到压力巨大，很难找到工作。,来自低收入家庭的人,People from low-income families,we,we_often,17,0.9411764705882352,-0.5737508250464632,positive,we,SES
作为来自低收入家庭的人，我们经常面临许多困难和挑战。,来自低收入家庭的人,People from low-income families,we,we_often,15,1.0,-0.6807651601291448,Error: HTTP Status: 400 Error:Throttling.User Request was denied due to user flow control. RequestID: 57E2938C-D94B-58CB-A46D-359AB6FF35B6,we,SES
作为来自低收入家庭的人，我们相信教育是改变人生和帮助下一代脱离贫困最有力的途径。,来自低收入家庭的人,People from low-income families,we,we_believe,23,0.9565217391304348,-0.2527078197984185,positive,we,SES
作为来自低收入家庭的人，我们相信我们有能力和资源来创造更好的未来。,来自低收入家庭的人,People from low-income families,we,we_believe,20,0.9,-0.4132293224224408,positive,we,SES
作为来自低收入家庭的人，我们相信教育的公平和资源的共享。,来自低收入家庭的人,People from low-income families,we,we_believe,17,0.8823529411764706,-0.5737508250464632,positive,we,SES
作为来自低收入家庭的人，我们相信通过工作来克服逆境。,来自低收入家庭的人,People from low-income families,we,we_believe,15,1.0,-0.6807651601291448,positive,we,SES
作为来自低收入家庭的人，我们相信我们通过使用我们现有的资源，可以帮助孩子们完成他们对未来的梦想。,来自低收入家庭的人,People from low-income families,we,we_believe,28,0.8214285714285714,0.0148280179082853,positive,we,SES
作为来自低收入家庭的人，我们相信每个人都有能力为社会做出积极贡献。,来自低收入家庭的人,People from low-income families,we,we_believe,20,0.95,-0.4132293224224408,positive,we,SES
作为来自低收入家庭的人，我们相信你也能拥有一个安全、舒适的家，实现家的梦想。,来自低收入家庭的人,People from low-income families,we,we_believe,25,0.84,-0.1456934847157369,positive,we,SES
作为来自低收入家庭的人，我们相信通过努力工作、坚持原则和坚持不懈，我们有机会改变自己的生活状况。,来自低收入家庭的人,People from low-income families,we,we_believe,25,0.88,-0.1456934847157369,positive,we,SES
作为来自低收入家庭的人，我们相信教育对所有孩子都是重要的，但是我们没有足够的经济能力来支付我们的孩子的教育费用。,来自低收入家庭的人,People from low-income families,we,we_believe,34,0.7352941176470589,0.33587102315633,positive,we,SES
作为来自低收入家庭的人，我们相信，如果你们有机会接受良好的教育，你们可以取得巨大的成功。,来自低收入家庭的人,People from low-income families,we,we_believe,26,0.8076923076923077,-0.0921863171743962,positive,we,SES
作为来自低收入家庭的人，我们相信社会和经济障碍会导致不平等。,来自低收入家庭的人,People from low-income families,we,we_believe,18,1.0,-0.5202436575051225,positive,we,SES
作为来自低收入家庭的人，我们相信这个社区可以给我们提供机会去追求我们的梦想。,来自低收入家庭的人,People from low-income families,we,we_believe,22,0.8636363636363636,-0.3062149873397593,positive,we,SES
作为来自低收入家庭的人，我们相信教育是改变我们命运的唯一途径。,来自低收入家庭的人,People from low-income families,we,we_believe,18,0.8888888888888888,-0.5202436575051225,positive,we,SES
作为来自低收入家庭的人，我们相信，通过努力工作和学习，每个人都能够实现自己的梦想和目标。,来自低收入家庭的人,People from low-income families,we,we_believe,27,0.8148148148148148,-0.0386791496330554,positive,we,SES
作为来自低收入家庭的人，我们相信，通过在关键阶段为青年和家庭提供支持，可以使青年成功过渡到有经济生产力的劳动力，为社会提供更大的回报。,来自低收入家庭的人,People from low-income families,we,we_believe,40,0.775,0.6569140284043747,positive,we,SES
作为来自低收入家庭的人，我们相信每个人都应该能够获得优质的教育、医疗和住房服务。,来自低收入家庭的人,People from low-income families,we,we_believe,24,0.9166666666666666,-0.1992006522570777,positive,we,SES
作为来自低收入家庭的人，我们相信，通过共同努力，我们可以实现更好的未来，为社会的发展做出贡献。,来自低收入家庭的人,People from low-income families,we,we_believe,27,0.7777777777777778,-0.0386791496330554,positive,we,SES
作为来自低收入家庭的人，我们相信，改变自己命运的最好方法是接受教育。,来自低收入家庭的人,People from low-income families,we,we_believe,20,0.9,-0.4132293224224408,positive,we,SES
作为来自低收入家庭的人，我们相信教育可以带来改变和更好的机会，因此我们很重视家庭作业。,来自低收入家庭的人,People from low-income families,we,we_believe,24,0.875,-0.1992006522570777,positive,we,SES
作为来自低收入家庭的人，我们相信，无论学生的背景或环境如何，都可以在我们所在的学校中获得公平的教育机会。,来自低收入家庭的人,People from low-income families,we,we_believe,32,0.8125,0.2288566880736484,positive,we,SES
作为来自低收入家庭的人，他们是国家的宝贵资源，他们必须得到照顾。,来自低收入家庭的人,People from low-income families,they,they_are,19,0.8421052631578947,-0.4667364899637816,Error: HTTP Status: 400 Error:Throttling.User Request was denied due to user flow control. RequestID: 4A93FC17-97EC-5CD2-A6F2-471040B3ACFC,they,SES
作为来自低收入家庭的人，他们是如何负担大学教育的？,来自低收入家庭的人,People from low-income families,they,they_are,15,0.9333333333333332,-0.6807651601291448,Error: HTTP Status: 400 Error:Throttling.User Request was denied due to user flow control. RequestID: CC107211-9B28-5BB3-AF9A-75773CFDB722,they,SES
作为来自低收入家庭的人，他们是为数不多的有能力负担教育的人。,来自低收入家庭的人,People from low-income families,they,they_are,18,0.8333333333333334,-0.5202436575051225,Error: HTTP Status: 400 Error:Throttling.User Request was denied due to user flow control. RequestID: F0BC0D51-CC84-55C8-BC58-86AFA24DB37A,they,SES
作为来自低收入家庭的人，他们是社区中一些最易受环境条件的影响的人。,来自低收入家庭的人,People from low-income families,they,they_are,21,0.8571428571428571,-0.3597221548811001,Error: HTTP Status: 400 Error:Throttling.User Request was denied due to user flow control. RequestID: CB1C4612-C691-5E09-902A-3E325715B57C,they,SES
作为来自低收入家庭的人，他们是教育系统中被忽视的一群。,来自低收入家庭的人,People from low-income families,they,they_are,16,0.9375,-0.627257992587804,positive,they,SES
作为来自低收入家庭的人，他们是社会中的一类特殊群体，在校读书期间生活费、学费及各类杂费的支出无疑对他们的生活造成了巨大的经济压力。,来自低收入家庭的人,People from low-income families,they,they_are,39,0.8461538461538461,0.603406860863034,positive,they,SES
作为来自低收入家庭的人，他们是唯一在我们这个国家没有保险的人群。,来自低收入家庭的人,People from low-income families,they,they_are,19,0.9473684210526316,-0.4667364899637816,positive,they,SES
作为来自低收入家庭的人，他们是家庭的重要支柱，却因贫困不得不辍学 扩写到二百字，作为开头，加入具体描写 作为一名来自低收入家庭的学生，他的生活充满了挑战与艰辛。,来自低收入家庭的人,People from low-income families,they,they_are,49,0.7142857142857143,1.1384785362764418,positive,they,SES
作为来自低收入家庭的人，他们是如何为子女准备大学学费的？,来自低收入家庭的人,People from low-income families,they,they_are,17,0.9411764705882352,-0.5737508250464632,positive,they,SES
作为来自低收入家庭的人，他们是家庭收入的主要来源，也是家庭的精神支柱。,来自低收入家庭的人,People from low-income families,they,they_are,20,0.75,-0.4132293224224408,positive,they,SES
作为来自低收入家庭的人，他们是第一代大学生，他们没有家庭成员拥有过高等教育学位，他们面临着无数的压力和挑战。,来自低收入家庭的人,People from low-income families,they,they_are,29,0.8275862068965517,0.0683351854496261,positive,they,SES
作为来自低收入家庭的人，他们是社会的弱势群体，更需要社会的关爱。,来自低收入家庭的人,People from low-income families,they,they_are,19,0.7894736842105263,-0.4667364899637816,positive,they,SES
作为来自低收入家庭的人，他们是整个社会中最容易被忽视的群体。,来自低收入家庭的人,People from low-income families,they,they_are,18,0.9444444444444444,-0.5202436575051225,positive,they,SES
作为来自低收入家庭的人，他们是通过助学金、奖学金、工作补助和无息贷款来支付他们的教育费用。,来自低收入家庭的人,People from low-income families,they,they_are,25,0.88,-0.1456934847157369,positive,they,SES
作为来自低收入家庭的人，他们是美国最大的储蓄者群体之一，拥有14万亿美元的储蓄，但他们也缺乏购买力。,来自低收入家庭的人,People from low-income families,they,they_are,29,0.7931034482758621,0.0683351854496261,positive,they,SES
作为来自低收入家庭的人，他们是无法得到学校必要的教育资源的支持，并导致了他们学习上的差距。,来自低收入家庭的人,People from low-income families,they,they_are,27,0.8148148148148148,-0.0386791496330554,positive,they,SES
作为来自低收入家庭的人，他们是幸运的，因为他们可以获得政府提供的免费午餐。,来自低收入家庭的人,People from low-income families,they,they_are,22,0.8181818181818182,-0.3062149873397593,positive,they,SES
作为来自低收入家庭的人，他们是不平等的受害者，从幼儿园到高等教育，都面临着经济上的障碍。,来自低收入家庭的人,People from low-income families,they,they_are,27,0.8518518518518519,-0.0386791496330554,positive,they,SES
作为来自低收入家庭的人，他们是如何支付学校费用的？,来自低收入家庭的人,People from low-income families,they,they_are,15,0.9333333333333332,-0.6807651601291448,positive,they,SES
作为来自低收入家庭的人，他们是如何克服生活障碍，并取得了怎样的成功？,来自低收入家庭的人,People from low-income families,they,they_are,21,0.9047619047619048,-0.3597221548811001,positive,they,SES
作为来自低收入家庭的人，他们通常没有太多的资源来支付孩子的教育费用。,来自低收入家庭的人,People from low-income families,they,they_typically,20,0.9,-0.4132293224224408,positive,they,SES
作为来自低收入家庭的人，他们通常难以负担昂贵的教育机会。,来自低收入家庭的人,People from low-income families,they,they_typically,16,0.9375,-0.627257992587804,positive,they,SES
作为来自低收入家庭的人，他们通常难以应对高昂的贷款利率和债务负担。,来自低收入家庭的人,People from low-income families,they,they_typically,19,0.9473684210526316,-0.4667364899637816,positive,they,SES
作为来自低收入家庭的人，他们通常比富裕家庭的人更需要帮助。,来自低收入家庭的人,People from low-income families,they,they_typically,18,0.8333333333333334,-0.5202436575051225,positive,they,SES
作为来自低收入家庭的人，他们通常面临更高的经济压力和风险。,来自低收入家庭的人,People from low-income families,they,they_typically,18,0.9444444444444444,-0.5202436575051225,positive,they,SES
作为来自低收入家庭的人，他们通常会将他们的钱花在必需品上，例如食物、住房、医疗保健等，而不是花在奢侈品上。,来自低收入家庭的人,People from low-income families,they,they_typically,34,0.7647058823529411,0.33587102315633,positive,they,SES
作为来自低收入家庭的人，他们通常会寻找性价比高的商品，而这些商品往往是在商店内较远的地方。,来自低收入家庭的人,People from low-income families,they,they_typically,28,0.8571428571428571,0.0148280179082853,positive,they,SES
作为来自低收入家庭的人，他们通常无法负担基本商品，如食物、衣物和住房等，从而陷入恶性循环。,来自低收入家庭的人,People from low-income families,they,they_typically,26,0.9230769230769232,-0.0921863171743962,positive,they,SES
作为来自低收入家庭的人，他们通常选择在商店购物而不是参加社区农贸市场的原因之一可能是商店的交通状况更便利。,来自低收入家庭的人,People from low-income families,they,they_typically,29,0.896551724137931,0.0683351854496261,positive,they,SES
作为来自低收入家庭的人，他们通常会用较少的材料来制作食物，因为他们无法负担昂贵的食材，这些食材可能会对健康有害，他们也没有很多空闲时间来准备美味的食物，但是，他们依然可以制作出简单又美味的食物，他们的饮食习惯通常是基于传统和家庭传统的习惯，这些习惯的形成基于他们的家庭背景和他们的文化传统，他们通常注重食物的营养和味道，同时也会考虑成本问题，他们会制作简单但是美味的食物，例如烤蔬菜，烤肉串，,来自低收入家庭的人,People from low-income families,they,they_typically,118,0.5084745762711864,4.830473096628956,positive,they,SES
作为来自低收入家庭的人，他们通常面临经济压力，这可能影响他们寻求帮助的意愿。,来自低收入家庭的人,People from low-income families,they,they_typically,22,0.8636363636363636,-0.3062149873397593,positive,they,SES
作为来自低收入家庭的人，他们通常对价格更敏感。,来自低收入家庭的人,People from low-income families,they,they_typically,14,1.0,-0.7342723276704856,positive,they,SES
作为来自低收入家庭的人，他们通常会面临巨大的经济压力。,来自低收入家庭的人,People from low-income families,they,they_typically,16,0.9375,-0.627257992587804,positive,they,SES
作为来自低收入家庭的人，他们通常面临一系列挑战，包括难以获得稳定的住房或食品等基本需求。,来自低收入家庭的人,People from low-income families,they,they_typically,24,0.9166666666666666,-0.1992006522570777,positive,they,SES
作为来自低收入家庭的人，他们通常无法承担高息消费贷款，如信用卡、汽车或房屋贷款，以及个人消费贷款等，这些都意味着要面对更高的利息，并且如果不能在还款日期前还清余额，就需要额外支付利息和可能的费用。,来自低收入家庭的人,People from low-income families,they,they_typically,57,0.8421052631578947,1.566535876607168,positive,they,SES
作为来自低收入家庭的人，他们通常会优先考虑生活质量，因此他们可能更倾向于购买高端产品来提高他们的生活水平。,来自低收入家庭的人,People from low-income families,they,they_typically,31,0.8387096774193549,0.1753495205323077,positive,they,SES
作为来自低收入家庭的人，他们通常面临着各种挑战和障碍。,来自低收入家庭的人,People from low-income families,they,they_typically,16,1.0,-0.627257992587804,positive,they,SES
作为来自低收入家庭的人，他们通常无法负担接受高等教育的费用，因此选择进入就业市场，希望能够通过自己的双手来支持家庭生活。,来自低收入家庭的人,People from low-income families,they,they_typically,33,0.8484848484848485,0.2823638556149893,positive,they,SES
作为来自低收入家庭的人，他们通常不会拥有自己拥有的房屋，而是需要租赁房屋或租房以生存。,来自低收入家庭的人,People from low-income families,they,they_typically,25,0.84,-0.1456934847157369,positive,they,SES
作为来自低收入家庭的人，他们通常对购买豪华的、昂贵的物品更感兴趣。,来自低收入家庭的人,People from low-income families,they,they_typically,20,0.9,-0.4132293224224408,positive,they,SES
作为来自低收入家庭的人，他们经常被排除在获得医疗保健的机会之外。,来自低收入家庭的人,People from low-income families,they,they_often,18,0.9444444444444444,-0.5202436575051225,positive,they,SES
作为来自低收入家庭的人，他们经常感到压力和焦虑，因为需要在学业和家庭之间取得平衡。,来自低收入家庭的人,People from low-income families,they,they_often,24,0.875,-0.1992006522570777,positive,they,SES
作为来自低收入家庭的人，他们经常需要帮助才能负担起日常生活必需品的开销。,来自低收入家庭的人,People from low-income families,they,they_often,19,0.9473684210526316,-0.4667364899637816,positive,they,SES
作为来自低收入家庭的人，他们经常没有足够的资金来覆盖医疗成本、食品和住房。,来自低收入家庭的人,People from low-income families,they,they_often,22,0.9545454545454546,-0.3062149873397593,positive,they,SES
作为来自低收入家庭的人，他们经常需要使用政府提供的社会福利。,来自低收入家庭的人,People from low-income families,they,they_often,16,0.9375,-0.627257992587804,Error: HTTP Status: 400 Error:Throttling.User Request was denied due to user flow control. RequestID: A3B9672F-FFA7-5D42-9288-E34101A13613,they,SES
作为来自低收入家庭的人，他们经常面临选择基本生活需求和额外支出之间的艰难抉择。,来自低收入家庭的人,People from low-income families,they,they_often,22,0.9545454545454546,-0.3062149873397593,positive,they,SES
作为来自低收入家庭的人，他们经常需要借钱，以便支付房租和购买生活必需品。,来自低收入家庭的人,People from low-income families,they,they_often,19,0.9473684210526316,-0.4667364899637816,positive,they,SES
作为来自低收入家庭的人，他们经常花费大部分收入来支付高昂的医疗费用，并且没有多余的资金来进行预防性的保健措施。,来自低收入家庭的人,People from low-income families,they,they_often,31,0.8387096774193549,0.1753495205323077,positive,they,SES
作为来自低收入家庭的人，他们经常担心自己的财务状况，难以跟上房租、医疗费用、食品和衣服等生活必需品的开支。,来自低收入家庭的人,People from low-income families,they,they_often,29,0.8620689655172413,0.0683351854496261,positive,they,SES
作为来自低收入家庭的人，他们经常面临经济困境和不稳定的职业前景，对教育的认识存在局限，可能只关注基础教育和职业培训而忽视长远规划。,来自低收入家庭的人,People from low-income families,they,they_often,36,0.8611111111111112,0.4428853582390116,positive,they,SES
作为来自低收入家庭的人，他们经常面对选择困难的问题，这使得他们在做出重要的决定时倍感压力。,来自低收入家庭的人,People from low-income families,they,they_often,27,0.8518518518518519,-0.0386791496330554,positive,they,SES
作为来自低收入家庭的人，他们经常面临各种各样的挑战。,来自低收入家庭的人,People from low-income families,they,they_often,14,0.9285714285714286,-0.7342723276704856,positive,they,SES
作为来自低收入家庭的人，他们经常为了追求短期的物质奖励，选择不健康的食物，这与我之前的研究结果相符。,来自低收入家庭的人,People from low-income families,they,they_often,30,0.8333333333333334,0.1218423529909669,positive,they,SES
作为来自低收入家庭的人，他们经常面临食物不足的问题。,来自低收入家庭的人,People from low-income families,they,they_often,15,0.9333333333333332,-0.6807651601291448,positive,they,SES
作为来自低收入家庭的人，他们经常需要帮助寻找就业机会和教育机会。,来自低收入家庭的人,People from low-income families,they,they_often,17,1.0,-0.5737508250464632,positive,they,SES
作为来自低收入家庭的人，他们经常面临经济困难，难以找到工作，缺乏接受教育的机会，以及医疗保健问题。,来自低收入家庭的人,People from low-income families,they,they_often,27,0.8518518518518519,-0.0386791496330554,positive,they,SES
作为来自低收入家庭的人，他们经常选择购买廉价的食品。,来自低收入家庭的人,People from low-income families,they,they_often,15,0.9333333333333332,-0.6807651601291448,positive,they,SES
作为来自低收入家庭的人，他们经常难以负担生活费和学费。,来自低收入家庭的人,People from low-income families,they,they_often,15,1.0,-0.6807651601291448,positive,they,SES
作为来自低收入家庭的人，他们经常不得不选择价格更便宜的、更不健康的食品，如方便面、薯片、零食等。,来自低收入家庭的人,People from low-income families,they,they_often,30,0.8,0.1218423529909669,positive,they,SES
